subject,catalog_num,title_units,description
RTVF,397-2,RTVF 397-2 Advanced Directing II (1 Unit),"Two-quarter sequence for students creating advanced artistic production, with critique of work throughout the production and postproduction process; conceptual resources offered as needed. Students may work in any genre (documentary, narrative, experimental) and any medium. Admission based on portfolio of previous media work and proposal for project, including script and budget."
RTVF,398-0,RTVF 398-0 Symposium: Issues in RTVF (1 Unit),"Special issues and topics in the analysis of radio, television, film, and popular culture."
RTVF,399-0,RTVF 399-0 Independent Study (1 Unit),"© 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
RUSSIAN,101-1,RUSSIAN 101-1 Elementary Russian (1 Unit),"Russian language and culture. Basic reading, writing, listening, and speaking. No prerequisite."
RUSSIAN,101-2,RUSSIAN 101-2 Elementary Russian (1 Unit),"Russian language and culture. Basic reading, writing, listening, and speaking. RUSSIAN 101-1 (or equivalent)."
RUSSIAN,101-3,RUSSIAN 101-3 Elementary Russian (1 Unit),"Russian language and culture. Basic reading, writing, listening, and speaking. RUSSIAN 101-2 (or equivalent)."
RUSSIAN,102-1,RUSSIAN 102-1 Intermediate Russian (1 Unit),"Russian language and culture. Reading, writing, listening, and speaking. RUSSIAN 101-3 (or equivalent)."
RUSSIAN,102-2,RUSSIAN 102-2 Intermediate Russian (1 Unit),"Russian language and culture. Reading, writing, listening, and speaking. RUSSIAN 102-1 (or equivalent)."
RUSSIAN,102-3,RUSSIAN 102-3 Intermediate Russian (1 Unit),"Russian language and culture. Reading, writing, listening, and speaking. RUSSIAN 102-2 (or equivalent)."
RUSSIAN,302-1,RUSSIAN 302-1 Advanced Russian in Conversations (1 Unit),"Conversation, listening comprehension, reading, and composition. Contemporary readings on Russian culture and society. Combined third-and fourth-year multi-skill course. RUSSIAN 102-3 or consent of language director. Advanced Expression"
RUSSIAN,302-2,RUSSIAN 302-2 Advanced Russian in Conversations (1 Unit),"Conversation, listening comprehension, reading, and composition. Contemporary readings on Russian culture and society. Combined third-and fourth-year multi-skill course. RUSSIAN 102-3 or consent of language director. Advanced Expression"
RUSSIAN,302-3,RUSSIAN 302-3 Advanced Russian in Conversations (1 Unit),"Conversation, listening comprehension, reading, and composition. Contemporary readings on Russian culture and society. Combined third-and fourth-year multi-skill course. RUSSIAN 102-3 or consent of language director. Advanced Expression"
RUSSIAN,303-1,RUSSIAN 303-1 Advanced Russian Language and Culture (1 Unit),"Conversation, listening comprehension, reading, and composition. Exploration of modern Russian language and culture through readings, video, and film. Combined third-and fourth-year multi-skill course. RUSSIAN 102-3 or consent of language director."
RUSSIAN,303-2,RUSSIAN 303-2 Advanced Russian Language and Culture (1 Unit),"Conversation, listening comprehension, reading, and composition. Exploration of modern Russian language and culture through readings, video, and film. Combined third-and fourth-year multi-skill course. RUSSIAN 102-3 or consent of language director."
RUSSIAN,303-3,RUSSIAN 303-3 Advanced Russian Language and Culture (1 Unit),"Conversation, listening comprehension, reading, and composition. Exploration of modern Russian language and culture through readings, video, and film. Combined third-and fourth-year multi-skill course. RUSSIAN 102-3 or consent of language director."
RUSSIAN,304-1,RUSSIAN 304-1 Advanced Contemporary Russian (1 Unit),"Russian for advanced speakers, including heritage speakers. Stress on skills in speaking, reading, and writing in professional and formal environments. Taught entirely in Russian. RUSSIAN 302-3 or RUSSIAN 303-3 (or equivalent)."
RUSSIAN,304-2,RUSSIAN 304-2 Advanced Contemporary Russian (1 Unit),"Russian for advanced speakers, including heritage speakers. Stress on skills in speaking, reading, and writing in professional and formal environments. RUSSIAN 302-3 or RUSSIAN 303-3 (or equivalent)."
RUSSIAN,359-0,RUSSIAN 359-0 Russian Prose (1 Unit),"Selected works of Russian masters. Lecture, readings and discussion in Russian. Russian modernist prose, socialist realism and 1940s to the present. Content varies. May be repeated for credit. RUSSIAN 302-3 or RUSSIAN 303-3 (or equivalent). Literature  Fine Arts Distro Area © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
SESP,114-0,SESP 114-0 Summer Internship (0 Unit),
SESP,115-0,SESP 115-0 Internship (0 Unit),
SESP,116-0,SESP 116-0 Finding Your Path (0 Unit),"A continuation of Finding Your Path: Pathways and Future Possibilities (SESP 251), a course that supports second-year students most impacted by the historical and contemporary realities of classism and racism as they map their path forward to career fulfillment. This class is a 0 credit class in which Pathways students conduct a search for a summer internship and then complete said internship."
SESP,195-1,SESP 195-1 Civic Engagement 1- Participatory Policymaking (1 Unit),"Policy implementation involves more than just identifying and researching options, policymakers must, consider design program design, costs & sustainability; political feasibility, and building political support.  In this class, you will learn how to design policy for implementation through Northwestern’s Participatory Budgeting process."
SESP,195-2,SESP 195-2 Civic Engagement 2: Participatory Budgeting (1 Unit),"Democracy gives limited opportunities for citizens to influence decision-making.  In this class you will learn to implement open democracy innovations, that are more inclusive, more representative, and lead to better policy outcomes, by implementing a campus-wide participatory budgeting process, where community decides how to spend $1000 to address climate change."
SESP,195-3,"SESP 195-3 Civic Engagement 3: Organizing, Gathering & Policy implementation (1 Unit)","How do we motivate people to take action? In this class, you will learn the techniques of relational organizing (canvassing, one-on-ones, public narrative), designing civic gatherings (Civic Saturdays) that move people to action to build social movements.  You will also oversee policy implementation of community development projects selected in the participatory budgeting process."
SESP,200-0,SESP 200-0 Understanding Knowledge (1 Unit),"What does it mean to know something? What are the different types of knowledge and what distinguishes them from one another? What counts as fact vs. opinion vs. belief and so on; who gets to decide and under what conditions? How is knowledge produced and how does it gain traction? How does the source and type of knowledge interact with socio-political-cultural constructs and systems of power and, in turn, how can ""knowledge"" be used to produce and/or perpetuate power and privilege or to empower those who are marginalized? Finally, how does what we do in SESP and at Northwestern as both consumers and producers of knowledge fit within the landscape of these questions? In this course students will explore these and other questions to gain insight into the social production, distribution, consumption, interpretation, and operationalization of ""knowledge."" Using primarily seminar-style discussion, the first portion of the course focuses on building and analyzing theoretical frameworks and applied texts in order to generate a working understanding of ""knowledge"" in its myriad forms. Among our goals for the first portion of the course is to tie theoretical, academic, and ""folk"" knowledges to everyday experiences and the world around us writ large. The second portion of the class will involve a series of applied of cases studies, including welcoming members of the SESP faculty community to present on their research, which we will work to bring into conversation with our generated frameworks regarding the sources, types, and implications of knowledge."
SESP,201-0,SESP 201-0 Human Development: Childhood and Adolescence (1 Unit),"Personal, social, and cognitive development from birth through adolescence. Interplay of biological and experiential factors on linguistic and conceptual development, ego, and personality."
SESP,203-0,SESP 203-0 Human Development: Adulthood and Aging (1 Unit),"Psychological, sociological, and biological factors influencing socialization and development from young and middle adulthood through old age. Influences of family, school, and work on the individual."
SESP,204-0,SESP 204-0 Designing for Social Change (1 Unit),"A key goal of this course is to acquire an intellectual and applied understanding of the principles of program design and development, which include a sustained consideration of issues affecting the quality of program implementation. This course is best suited for FIRST AND SECOND YEAR students."
SESP,210-0,SESP 210-0 Introduction to Statistics and Research Methodology (1 Unit),"Definitions and classifications of terms used in quantitative methods; measures of typical and maximum performance, reliability, and validity checks; reporting and displaying data; interpreting results."
SESP,218-0,SESP 218-0 Leaders Lab (1 Unit),"Leaders Lab is an interactive, engaging and dynamic fall quarter course that was created and designed for incoming first and second-year students in SESP to reflect, experience and engage in dialogue about the ""big"" questions in life such as: who am I? What is my purpose in life? How can I be me? What are my responsibilities to the communities I'm a part of? Why do I serve? What is leadership? How can I lead?  This course is associated with the SESP Leadership Institute. Only students enrolled in the leadership institute can register for this course."
SESP,251-0,SESP 251-0 Special Topics (1 Unit),N/A.
SESP,260-0,SESP 260-0 Community Based Research Methodologies: Educational Justice (1 Unit),"This course examines the histories, ideas, practices, relations and possible futures that shape struggles for educational justice and human thriving. The course is unique in that it brings together an intergenerational group of thinkers and learners (high school students, undergraduate students, youth workers, graduate students, professors, high school teachers and community members) to engage in collaborative study, reflection and design."
SESP,272-0,SESP 272-0 Field Research Methods (1 Unit),"Guided practice in systematic and participant observation. Observer bias, field notes, unobtrusive measures."
SESP,291-1,SESP 291-1 Peer-Led Learning: Theory and Practice (0.25 Unit),"SESP 291 is the training program for students working as first-time mentors in the Peer Leaders program. It is taken over two academic quarters, with each quarter offering .25 credit (a total of .5 credit). You will receive a ""K"" grade for fall quarter, which means you are continuing in the course. After winter quarter, you will receive a letter grade which will be retroactively applied to fall quarter."
SESP,291-2,SESP 291-2 Peer-Led Learning: Theory and Practice (0.25 Unit),
SESP,295-1,SESP 295-1 Leadership Studio I (1 Unit),"Learning organizing requires building a real organization. Students accepted to the certificate program will further develop their organizing skills by taking a leadership role on the executive board of Open Democracy Northwestern (undergraduate club).  Leaders will develop strategy, train club members, manage operations.  Leaders will receive weekly coaching from instructors. Course is only open to students who have completed the first year sequence of the certificate. SESP 195-1 , 195-2 , 195-3 to enroll."
SESP,295-2,SESP 295-2 Leadership Studio II (1 Unit),"Learning organizing requires building a real organization. Students accepted to the certificate program will further develop their organizing skills by taking a leadership role on the executive board of Open Democracy Northwestern (undergraduate club).  Leaders will develop strategy, train club members, manage operations.  Leaders will receive weekly coaching from instructors. Course is only open to student who have completed the first year sequence of the Civic Engagement Certificate. SESP 195-1 , 195-2 , 195-3 to enroll."
SESP,298-0,SESP 298-0 Student Organized Seminar (1 Unit),Courses proposed by students and supervised by faculty sponsors on special topics approved by the SESP undergraduate education director. May be taken only once per quarter; pass/no credit only. Consultation with the SESP student affairs assistant dean advised.
SESP,299-1,SESP 299-1 Civic Engagement Capstone Research (1 Unit),Independent study courses leading to completion of the Certificate in Civic Engagement capstone project.
SESP,299-2,SESP 299-2 Certificate in Civic Engagement- Capstone Project (1 Unit),Independent study courses leading to completion of the Certificate in Civic Engagement capstone project.
SESP,310-0,SESP 310-0 Causal Methods for Evaluating Policy (1 Unit),This course will provide students with a framework for understanding causal inference and a toolkit for making causal claims using quantitative data. SESP 210-0 or any 200-level STATS course.
SESP,320-0,SESP 320-0 Race and Education (1 Unit),Conceptual underpinnings of the construct of race and how conceptions of race have influenced the course of education in the United States.
SESP,322-0,SESP 322-0 Crafting Child Policy (1 Unit),"This course is open to undergraduate students interested in the intersection of child development, social policy, and  applied  research. The course will guide students in how to apply psychological theory and rigorous research methods to the study of child and family policies in real-world settings. Working in groups, students will have the opportunity to answer pressing, current  questions posed by the Illinois  Governor’s Office of Early Childhood Education and Chicago’s Office of the Mayor. Group projects have the potential to help inform the structure and development of the state’s  innovative  policies for young children (birth to 8) and  their  families."
SESP,323-0,"SESP 323-0 Trauma and Atrocity: Holocaust Memory, Memorial and Museums (1 Unit)","What is Holocaust memory? How has Holocaust memory changed over time, and how does the Holocaust continue to affect our understanding of trauma, atrocity, and human rights today? This seminar addresses individual memory, including survivor and witness testimony, memory and trauma, and the impact of the Holocaust on survivors' families and communities."
SESP,324-0,SESP 324-0 Pedagogies for History and Injustice: Holocaust Education Design (1 Unit),N/A.
SESP,325-0,"SESP 325-0 Race, Adolescence, and School Discipline (1 Unit)","In recent years, racial disparities in school discipline have attracted the attention of educators, policymakers, parents, and the general public. Why is it so hard for legal, political, and educational institutions to improve school discipline? How do intersections of race, gender, and social class matter for students' experiences of school discipline? Are there schools that are getting discipline right? What does that look like, and to what extent can other schools learn from their successes? In this course, we will learn about evidence-based policy improvements and imagine how to create schools where race does not predict discipline."
SESP,351-0,SESP 351-0 Special Topics (1 Unit),Advanced work on special topics.
SESP,351-SA,SESP 351-SA Special Topics (1 Unit),Advanced work on special topics. This course is limited to students approved to study abroad through the Global Learning Office (GLO).
SESP,360-0,SESP 360-0 Magic Monsters & the Holocaust (1 Unit),"In this course, we'll explore public learning about the Holocaust through popular film and fiction. We'll question which historical narratives are being told and which are being ignored, and we'll ask why and how genres like fantasy, sci-fi, fairy tales, and time travel are commonly used to bring stories of mass-violence to the public."
SESP,381-0,SESP 381-0 BSED/BSJ Experiential Learning Community Workshop Series (0 Unit),"In their second year, students choose 1 experiential education requirement – either the SESP Practicum, Student Teaching, or Medill Journalism Residency for 4 units of credit. The students participate in the Community Workshop Series during the year they complete their experiential education requirement."
SESP,390-0,SESP 390-0 Research Apprenticeship (1 Unit),Opportunity to participate in faculty research projects.
SESP,391-0,SESP 391-0 Advanced Research Design (1 Unit),Overview of research methods that may be used to design and implement the honors thesis. SESP 210-0 and SESP 272-0 recommended.
SESP,392-0,SESP 392-0 Experiential Learning: Practicum (4 Units),
SESP,392-SA,SESP 392-SA Experiential Learning: Practicum Study Abroad (4 Units),"SESP 398-0 Senior Thesis Seminar (1-3 Units) Students develop, design, implement, and evaluate a research project under a faculty advisor's guidance. SESP 391-0 instructor(s); consent of program director."
SESP,399-0,SESP 399-0 Independent Study (1 Unit),"Faculty-supervised study of special topics of the student's own choosing and not covered in regular courses. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
SHC,101-7,SHC 101-7 College Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
SHC,101-8,SHC 101-8 First-Year Writing Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
SHC,398-1,SHC 398-1 Science in Human Culture Senior Seminar (1 Unit),For students who wish to qualify for honors by writing a senior thesis.
SHC,398-2,SHC 398-2 Science in Human Culture Senior Seminar (1 Unit),For students who wish to qualify for honors by writing a senior thesis.
SHC,398-3,SHC 398-3 Science in Human Culture Senior Seminar (1 Unit),"For students who wish to qualify for honors by writing a senior thesis. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
SLAVIC,101-7,SLAVIC 101-7 College Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
SLAVIC,101-8,SLAVIC 101-8 First-Year Writing Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
SLAVIC,106-SA,SLAVIC 106-SA Elementary Czech (1 Unit),"Czech language and culture. Basic reading, writing, listening, and speaking.  No prerequisite."
SLAVIC,210-1,SLAVIC 210-1 Introduction to Russian Literature (1 Unit),"Comprehensive overview of the central prose works and literary movements in 19th-century Russia. 1. Thematic and formal study of major works by Pushkin, Gogol, Lermontov, Turgenev. 2. Tolstoy, Dostoevsky. 3. Turgenev, the late Tolstoy, Chekhov, Bunin. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,210-2,SLAVIC 210-2 Introduction to Russian Literature (1 Unit),"Comprehensive overview of the central prose works and literary movements in 19th-century Russia. 1. Thematic and formal study of major works by Pushkin, Gogol, Lermontov, Turgenev. 2. Tolstoy, Dostoevsky. 3. Turgenev, the late Tolstoy, Chekhov, Bunin. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,210-3,SLAVIC 210-3 Introduction to Russian Literature (1 Unit),"Comprehensive overview of the central prose works and literary movements in 19th-century Russia. 1. Thematic and formal study of major works by Pushkin, Gogol, Lermontov, Turgenev. 2. Tolstoy, Dostoevsky. 3. Turgenev, the late Tolstoy, Chekhov, Bunin. Literature  Fine Arts Distro Area"
SLAVIC,211-1,SLAVIC 211-1 20th-Century Russian Literature (1 Unit),"Major works in cultural-historical context, from the revolutions of 1917 through the present. Variable content depending on instructor. Focus on one of the following: Russian modernism in literature, music, film, and visual art; non-conformism in Soviet literature and visual arts (1940s to 1986); and contemporary Russian culture. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,211-2,SLAVIC 211-2 20th-Century Russian Literature (1 Unit),"Major works in cultural-historical context, from the revolutions of 1917 through the present. Variable content depending on instructor. Russian literature, film, and visual art in the transition from communism to post-communism. Writers examined may include Pasternak, Bulgakov, Solzhenitsyn, and Sinyavsky/Tertz. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,218-0,SLAVIC 218-0 Introduction to Polish Literature (1 Unit),"Survey of key literary works in Poland from the 19th century to the present. Focus on literary movements such as romanticism, realism, the Young Poland Movement, the avant-garde, Holocaust literature, and dissident and queer literature. Global Perspectives on Power, Justice, and Equity Literature and Arts Foundational Discipline"
SLAVIC,222-0,"SLAVIC 222-0 Language, Politics, & Identity (1 Unit)","Role of language in constructing, preserving, and manipulating political and national identities. Topics include language discrimination, linguistic nationalism, language and religion, alphabet issues, dialect issues. Regional content varies. LING 222-0 and SLAVIC 222-0 are taught together; may not receive credit for both courses. Ethics  Values Distro Area Historical Studies Distro Area Interdisciplinary Distro - See Rules"
SLAVIC,250-SA,SLAVIC 250-SA Balkan Civilizations (1 Unit),"Culture, history, politics, language, and literature of the Balkans historically and/or in modern periods. Content varies with instructor; may be repeated for credit. Restricted to students participating in NU-sponsored study abroad programs. Global Perspectives on Power, Justice, and Equity Historical Studies Distro Area Historical Studies Foundational Discipline"
SLAVIC,255-0,SLAVIC 255-0 Slavic Civilizations (1 Unit),"Culture, history, language, and literature of the Slavs historically and/or in modern periods. Content varies with instructor; may be repeated for credit. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,260-0,SLAVIC 260-0 Economics and the Humanities: Understanding Choice (1 Unit),"A conversation among disciplines, especially economics and literary studies. Explores social, ethical, and political big questions. Ethics  Values Distro Area Literature  Fine Arts Distro Area"
SLAVIC,261-0,SLAVIC 261-0 Heart of Europe: Poland in the Twentieth Century (1 Unit),"Study of key developments in Polish history, literature, and thought by way of texts drawn from literature, history, politics, journalism, memoirs, essays, and film. Poland as a microcosm for recent European history and culture. Historical Studies Distro Area Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,267-0,"SLAVIC 267-0 Czech Culture: Film, Visual Arts & Music (1 Unit)",Czech culture represented in film and visual arts. Literature  Fine Arts Distro Area
SLAVIC,267-SA,SLAVIC 267-SA Czech Culture (1 Unit),
SLAVIC,278-1,SLAVIC 278-1 Visual Art in the Context of Russian Culture (1 Unit),"Introduction to the history of Russian art: survey of major trends in Russian visual art in the dual contexts of Russian culture and European visual art. Focus on interconnections among visual arts, literature, and political history. Russian art from the medieval period to the beginning of the 20th century. Literature  Fine Arts Distro Area"
SLAVIC,278-2,SLAVIC 278-2 Visual Art in the Context of Russian Culture (1 Unit),"Introduction to the history of Russian art: survey of major trends in Russian visual art in the dual contexts of Russian culture and European visual art. Focus on interconnections among visual arts, literature, and political history. Russian art of the 20th century."
SLAVIC,310-0,SLAVIC 310-0 Tolstoy (1 Unit),"This course is devoted to a careful consideration of one book, Tolstoy's War and Peace, as we come to appreciate why it is often considered the world's greatest novel. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,311-0,SLAVIC 311-0 Dostoevsky (1 Unit),"Introduction to Dostoevsky's life and works: Notes from the Underground, Crime and Punishment, Brothers Karamazov. Literature  Fine Arts Distro Area"
SLAVIC,314-0,SLAVIC 314-0 Chekhov (1 Unit),"Introduction to the fiction and plays of Anton Chekhov, father of the modern short story. His writing in its Russian cultural context and his influence on English-language drama, fiction, and film. Readings include The Cherry Orchard, The Seagull, Uncle Vania, and short stories. Literature  Fine Arts Distro Area"
SLAVIC,318-0,SLAVIC 318-0 Polish Cinema (1 Unit),"Development of Polish film from silent era to contemporary times with focus on major historical and political events in Poland in the twentieth and twenty-first centuries. Special focus on what it means to study “national cinema.”. Global Perspectives on Power, Justice, and Equity Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,322-0,SLAVIC 322-0 Making a Dictionary: The Northwestern Project (1 Unit),"Creation of an online dictionary of Northwestern language. Learning about the connection between language, society, and identity; sociolinguistic fieldwork; lexicography; politics of dictionaries. LING 363-0 and SLAVIC 322-0 are taught together; may not receive credit for both courses. Social  Behavioral Sciences Distro Area"
SLAVIC,328-0,"SLAVIC 328-0 Prague: City of Cultures, City of Conflict (1 Unit)","Examination of the cultural, political, and social transformation of Prague from the 19th century to the present. Cosmopolitan Prague, communist Prague, and capitalist Prague. SLAVIC 328-0 and GERMAN 328-0 are taught together; may not receive credit for both courses. Global Perspectives on Power, Justice, and Equity Historical Studies Distro Area Interdisciplinary Distro - See Rules Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,341-0,SLAVIC 341-0 Structure of Modern Russian (1 Unit),"Theories and methods of linguistics as applied to the description of modern Russian. Phonetics, morphology, and other topics. Formal Studies Distro Area"
SLAVIC,360-0,SLAVIC 360-0 Survey of 19th Century Russian Poetry (1 Unit),"Introduction to the wealth of Russian 19th century lyric poetry and basic techniques for its study: Pushkin, Baratynsky, Lermontov, Tyutchev, Fet. Literature  Fine Arts Distro Area"
SLAVIC,361-0,SLAVIC 361-0 Survey of 20th Century Russian Poetry (1 Unit),"Introduction to the major currents of Russian 20thcentury lyric poetry and basic techniques for its study: Tsvetaeva, Mayakovsky, Khlebnikov, Blok, Akhmatova, Mandelshtam, Pasternak, Brodsky. Literature  Fine Arts Distro Area"
SLAVIC,367-1,SLAVIC 367-1 Russian Film (1 Unit),"Development of Russian film and film theory from the silent era to the 1980s. Golden Age of Russian cinema (Eisenstein, Pudovkin, Vertov, Protazanov, Vasiliev brothers, Dovzhenko, socialist realism). Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,368-0,SLAVIC 368-0 Andrei Tarkovsky's Aesthetics and World Cinema (1 Unit),"Major films of Tarkovsky and of Russian and non-Russian directors whose work is related to his (Eisenstein, Wenders, Bergman, Kurosawa). Literature  Fine Arts Distro Area"
SLAVIC,369-0,SLAVIC 369-0 Russian Drama (1 Unit),"Dramatic traditions of Russia from the 19th century through Russian modernism to contemporary theater. Dramas by Gogol, Ostrovsky, Gorky, Chekhov, Blok, Mayakovsky, and others. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,390-0,SLAVIC 390-0 History and Culture in Central and Eastern Europe (1 Unit),"Course concerns the interaction of history, politics, and culture in Central and Eastern Europe. Content varies. May be repeated for credit. Advanced Expression Historical Studies Distro Area Historical Studies Foundational Discipline Interdisciplinary Distro - See Rules Literature  Fine Arts Distro Area"
SLAVIC,392-0,SLAVIC 392-0 East European Literature and Visual Arts (1 Unit),"Course focuses on the intersection of literature, visual arts, film, and politics in Central and Eastern Europe. Content varies; may be repeated for credit. Advanced Expression Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
SLAVIC,396-0,SLAVIC 396-0 Topics in Literature and Arts (1 Unit),Content varies. May be repeated for credit. Literature  Fine Arts Distro Area
SLAVIC,399-0,SLAVIC 399-0 Independent Study (1 Unit),For majors selected as candidates for departmental honors; for other advanced students with consent of instructor.
SLAVIC,399-SA,SLAVIC 399-SA Independent Study (1 Unit),"For majors selected as candidates for departmental honors; for other advanced students with consent of instructor. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
SOC_POL,307-0,SOC_POL 307-0 Educational Policy (1 Unit),Conflict between societal imperatives to select and prepare young people for future careers and to offer youths opportunity; how society and schools address this conflict; various approaches to policy reform.
SOC_POL,312-0,SOC_POL 312-0 Social Policymaking and Implementation (1 Unit),"Examines the process by which social policies are made, the process and realities of their implementation, and the attendant politics."
SOC_POL,313-0,"SOC_POL 313-0 Race, Inequality, and the Political Analysis of Public Policy (1 Unit)","The purpose of this course is to make you a better political analyst. This course will familiarize you with substantive research on politics that has concrete insights for reformers, political advocates, and other public policy stakeholders. The class will cover substantive issues in politics along with how they intersect with class, race, gender and partisanship. While the main focus of the course is to discuss critical issues, there will also be an emphasis on public policy and political science writing formats, styles and standards. It cannot be emphasized enough how important research, analytic and writing skills are to virtually all careers; nothing is more quickly discrediting of good ideas than bad writing. The first half of class is mainly lecture and discussion. The second half of class has been designed to promote your learning as a writer and thinker in public policy. It will provide students with a designated forum for developing and “work shopping” their written work and discussing issues covered in class. The TA will offer feedback on questions as students write, edit, and revise their papers. We will also frequently practice skills in responding critically to colleagues’ texts. One or more quizzes may be administered as well."
SOC_POL,315-0,SOC_POL 315-0 Global Human Trafficking (1 Unit),"We will examine the context of modern slavery against a backdrop of colonialism and slavery to understand key features of modern slavery, both as the crime is perpetuated and variations in legal definitions."
SOC_POL,330-0,SOC_POL 330-0 Economics of Social Policy (1 Unit),"Economic concepts and empirical tools to analyze the design and effects of social policies. Topics include the social safety net, health insurance, minimum wage, and taxation. Pre-Requisites are Econ 281 and Econ 310-1 or SESP 310 for SESP students. SOC_POL 330-0 and ECON 333-0 are taught together; may not receive credit for both. SESP students must register for SOC_POL 330-0 ."
SOC_POL,331-0,SOC_POL 331-0 Economics of Inequality and Discrimination (1 Unit),"Economic concepts and empirical tools to analyze the causes and consequences of inequality and discrimination. Topics include housing policy, crime, earnings inequality, and the role of education. ECON 202-0 or equivalent and SESP 210-0 or equivalent."
SOC_POL,332-0,SOC_POL 332-0 Economics of Education Policy (1 Unit),"Economic concepts and empirical tools to analyze the design and effects of education policies, including school choice, accountability, education finance, class size policy, and teacher compensation and retention. ECON 202-0 or equivalent and SESP 210-0 or equivalent."
